tof,distance,polar,azimuthal,weight
4093.60009766,3.40585,2.24729,-0.529149,0.00215478
3849.0,3.2093,2.3143,-0.302596,0.00214145
3876.90014648,3.2689,2.2895,-0.391926,0.00216783
3881.19995117,3.35968,2.28959,-0.5012,0.0377066
3831.19995117,3.19928,2.31718,-0.283428,0.0149482
3875.80004883,3.241,2.29705,-0.352946,0.0251188
3984.30004883,3.19886,2.33448,-0.284705,0.0142142
4094.30004883,3.39124,2.23567,-0.509336,0.0525304
3863.10009766,3.23441,2.32401,-0.348691,0.229193
4023.30004883,3.26441,2.2907,-0.386007,1.64412e-10
4104.10009766,3.33139,2.28905,-0.470119,0.000292457
4141.60009766,3.4812,2.22278,-0.582146,1.82987e-08
4098.0,3.30541,2.29594,-0.441789,0.00129425
3935.10009766,3.51376,2.20155,-0.595695,0.00819699
4101.60009766,3.38159,2.2607,-0.51197,0.024552
3894.69995117,3.37635,2.23913,-0.496388,4.69243e-06
4109.5,3.45794,2.22064,-0.561703,0.00806682
4084.90014648,3.45396,2.23615,-0.566614,0.0462835
3920.80004883,3.4575,2.22802,-0.565356,0.000832101
3917.5,3.49135,2.23503,-0.596819,0.00261072
4134.39990234,3.492,2.21324,-0.5855,0.0358309
3878.10009766,3.36253,2.2348,-0.479962,0.0561635
4096.20019531,3.27345,2.2802,-0.394888,7.91896e-08
3982.90014648,3.20468,2.28217,-0.284105,0.0003694
3954.69995117,3.1897,2.30297,-0.259914,3.15786e-06
4100.60009766,3.32606,2.29045,-0.464516,0.0776585
4117.20019531,3.37118,2.28661,-0.51204,1.14154e-08
3982.5,3.21572,2.32947,-0.317034,0.000287019
3876.69995117,3.2651,2.26633,-0.377549,7.85889e-06
3969.80004883,3.20589,2.29011,-0.289415,6.78302e-09
3876.40014648,3.33475,2.29615,-0.476335,7.73752e-10
3876.19995117,3.26069,2.30816,-0.385829,3.38531e-05
4089.69995117,3.29304,2.25927,-0.412034,9.51625e-05
3911.90014648,3.45065,2.23691,-0.564169,0.435135
4055.5,3.25851,2.30876,-0.382808,5.72393e-10
4083.10009766,3.40276,2.24801,-0.526591,0.182928
3877.90014648,3.27807,2.28705,-0.403678,0.0394842
4024.40014648,3.2417,2.31349,-0.35838,0.0279119
4118.10009766,3.43175,2.26376,-0.56048,0.00310218
4112.70019531,3.31371,2.3018,-0.453682,0.000102761
3861.10009766,3.24856,2.26256,-0.351416,0.0275512
3869.5,3.33094,2.28121,-0.466752,0.0130334
4102.30029297,3.30244,2.28866,-0.435706,6.23046e-07
3865.60009766,3.19429,2.31012,-0.271612,0.00410159
3989.0,3.22158,2.29411,-0.319712,1.26535e-10
3875.80004883,3.26243,2.29942,-0.385918,3.40638e-09
4101.10009766,3.29548,2.25866,-0.414863,0.000116892
3888.19995117,3.31492,2.26951,-0.443501,0.00072294
4109.80029297,3.35055,2.28406,-0.489479,1.93518e-05
3860.30004883,3.35123,2.23744,-0.469373,0.00202614
4101.20019531,3.4292,2.21968,-0.536129,0.00096405
4042.40014648,3.36253,2.2348,-0.479962,0.00170903
3990.10009766,3.22181,2.31073,-0.324671,0.0707182
3865.80004883,3.24717,2.28717,-0.359331,9.58043e-13
3957.90014648,3.19609,2.2928,-0.27057,0.0663582
3989.80004883,3.20468,2.32415,-0.295359,1.51904e-08
4075.5,3.25489,2.26095,-0.360237,0.00781341
3858.0,3.22044,2.31957,-0.324051,1.88111e-08
4083.30004883,3.38823,2.23636,-0.506761,0.0276233
4090.0,3.36694,2.2566,-0.495292,2.49353e-11
4103.0,3.27945,2.25478,-0.392074,0.0266831
3972.5,3.20421,2.31576,-0.293039,0.00191013
3982.69995117,3.2108,2.30544,-0.303397,3.47252e-09
4086.10009766,3.33883,2.27132,-0.471692,0.00130062
4136.5,3.50956,2.24549,-0.61638,0.00162605
3895.40014648,3.36761,2.27968,-0.505762,0.222182
3883.19995117,3.34844,2.29253,-0.49023,7.85217e-09
3890.0,3.37298,2.2475,-0.497159,1.1685e-08
3890.90014648,3.32148,2.2997,-0.462237,0.0111723
3920.19995117,3.48098,2.23008,-0.585897,0.0038273
3851.80004883,3.19453,2.31856,-0.273762,0.00885464
4126.0,3.45527,2.26564,-0.581799,0.0775182
3886.40014648,3.36761,2.27968,-0.505762,0.00244592
3852.19995117,3.25704,2.26041,-0.363164,0.361547
3840.5,3.23441,2.32401,-0.348691,1.09691e-11
3863.19995117,3.24649,2.32052,-0.367346,0.00498493
3907.5,3.45087,2.2295,-0.560492,0.00376179
4111.89990234,3.31887,2.3004,-0.459394,0.00012456
4073.69995117,3.27644,2.26344,-0.392038,0.030804
3866.40014648,3.21572,2.27105,-0.300376,0.135543
4095.30004883,3.28345,2.30188,-0.415625,2.69748e-05
3888.30004883,3.38756,2.25163,-0.513683,0.0965115
3836.10009766,3.27414,2.26403,-0.389154,0.00160611
4085.10009766,3.26464,2.29882,-0.388906,0.000217548
4109.89990234,3.45396,2.23615,-0.566614,0.00816603
4101.39990234,3.39426,2.23497,-0.511904,2.90631e-05
3911.0,3.45065,2.23691,-0.564169,1.58678e-09
3865.5,3.23697,2.29816,-0.346845,0.128199
3969.69995117,3.18844,2.32033,-0.260793,0.000111409
4068.5,3.30725,2.27146,-0.435076,0.00634933
3979.80004883,3.21681,2.27892,-0.305721,0.0390821
4094.40014648,3.43777,2.23246,-0.550673,0.00634137
4097.60009766,3.35685,2.23613,-0.474682,0.0436844
4032.69995117,3.25805,2.30062,-0.37992,1.32987e-07
3887.60009766,3.27644,2.3038,-0.406765,0.00122295
3977.69995117,3.21255,2.29659,-0.304185,0.00453622
4117.30029297,3.48572,2.25838,-0.603741,0.00212836
3958.10009766,3.19145,2.31945,-0.267289,3.19868e-08
3838.30004883,3.21861,2.27844,-0.308786,1.04685e-05
3879.60009766,3.30541,2.29594,-0.441789,0.00260336
3953.10009766,3.18844,2.29491,-0.254714,4.34903e-12
3976.60009766,3.20046,2.334,-0.287967,0.0181494
3851.40014648,3.32148,2.2997,-0.462237,1.28106e-09
3882.69995117,3.3156,2.25368,-0.437238,0.0950334
3929.90014648,3.50956,2.2095,-0.597124,8.95164e-11
4050.5,3.23921,2.30584,-0.352576,5.91804e-07
4117.20019531,3.43886,2.26962,-0.569327,0.0104714
4115.70019531,3.44407,2.24583,-0.562962,0.125752
3966.10009766,3.1897,2.31143,-0.261963,0.00132383
3843.80004883,3.22792,2.27598,-0.324019,0.0285039
3907.10009766,3.41273,2.23074,-0.527154,0.0109565
4050.5,3.24373,2.27184,-0.348069,0.00239875
3839.90014648,3.20091,2.31671,-0.286638,4.97706e-09
4100.80029297,3.29304,2.29927,-0.42733,5.431e-10
4121.5,3.48853,2.21399,-0.583153,0.00294893
3853.0,3.21278,2.3133,-0.308935,0.000436694
3908.19995117,3.44146,2.26142,-0.568008,0.0169646
3921.19995117,3.4881,2.22127,-0.586876,0.000838239
4088.10009766,3.32012,2.26819,-0.44908,0.00321057
3869.30004883,3.2474,2.30356,-0.3648,0.0505487
3848.10009766,3.26069,2.26746,-0.371706,2.34164e-07
3976.19995117,3.22367,2.28529,-0.320354,0.0618454
3892.0,3.38823,2.23636,-0.506761,0.0351353
3881.19995117,3.29502,2.29063,-0.427078,0.000511822
3985.80004883,3.20906,2.30593,-0.300246,1.73632e-10
4093.0,3.35336,2.24456,-0.475288,0.016552
4118.10009766,3.43453,2.25555,-0.559231,1.17568e-15
3993.0,3.21932,2.32841,-0.323421,5.1318e-07
3879.80004883,3.30725,2.27146,-0.435076,1.93803e-06
3962.90014648,3.1897,2.30297,-0.259914,0.000506072
3885.0,3.36141,2.25027,-0.486591,0.00172115
3919.0,3.43453,2.25555,-0.559231,0.000150415
3864.10009766,3.26665,2.28199,-0.386093,4.64957e-08
3973.40014648,3.21395,2.27151,-0.29732,0.0165971
3865.0,3.30495,2.288,-0.438567,0.0130668
4037.69995117,3.24579,2.31233,-0.36453,0.000278687
4069.80004883,3.31047,2.29458,-0.447518,0.00145157
4057.69995117,3.2689,2.2814,-0.389032,0.000434684
4087.60009766,3.37342,2.23982,-0.493776,6.93611e-05
3873.30004883,3.27807,2.27899,-0.400716,0.43261
3910.69995117,3.46866,2.21108,-0.565284,0.0040286
3863.30004883,3.2372,2.28167,-0.341643,8.99233e-10
4088.10009766,3.32148,2.24451,-0.439662,0.0324417
4041.40014648,3.25489,2.31812,-0.379637,0.23533
4022.90014648,3.24443,2.26362,-0.345504,0.0170765
3962.90014648,3.19145,2.29408,-0.261073,4.63528e-05
4103.70019531,3.37051,2.2405,-0.491157,7.60997e-07
4084.5,3.39686,2.24187,-0.517936,0.414255
3862.10009766,3.25489,2.26095,-0.360237,2.97037e-09
3975.19995117,3.20977,2.2808,-0.293404,0.057749
3849.0,3.18891,2.28644,-0.252749,0.0141954
4107.60009766,3.31001,2.26288,-0.434769,1.93891e-12
3856.69995117,3.21502,2.32114,-0.314546,0.0617605
3849.90014648,3.23522,2.2822,-0.33862,0.00943203
3848.19995117,3.19609,2.2928,-0.27057,4.71622e-08
4110.5,3.42151,2.25111,-0.545467,0.0012867
3910.40014648,3.41339,2.27591,-0.548951,0.0985202
4120.30029297,3.34844,2.29253,-0.49023,0.00178531
3847.90014648,3.20372,2.27421,-0.278863,0.00896899
3871.10009766,3.23441,2.26619,-0.330614,1.25782e-09
4104.60009766,3.46866,2.21108,-0.565284,0.00221822
4083.5,3.30979,2.27874,-0.441057,0.000534776
3861.40014648,3.22672,2.32624,-0.336112,0.00255549
4145.0,3.51626,2.23671,-0.617095,0.000977264
4117.10009766,3.47544,2.26081,-0.596499,0.0304977
4012.10009766,3.25161,2.3024,-0.37087,0.00481301
4085.0,3.2714,2.2727,-0.389094,0.010607
4099.30029297,3.40895,2.24656,-0.5317,0.00338463
4120.20019531,3.4642,2.24857,-0.581454,0.0347695
4084.10009766,3.33746,2.24069,-0.455975,0.000466436
3858.40014648,3.20538,2.33253,-0.297715,0.000302265
4079.80004883,3.29616,2.30658,-0.433442,4.91122e-09
3880.60009766,3.2889,2.25244,-0.403451,0.317284
3865.40014648,3.28651,2.30924,-0.421702,0.0260438
3922.69995117,3.46128,2.2567,-0.582851,0.000272977
3845.10009766,3.21634,2.28727,-0.308051,0.0344358
3919.80004883,3.44757,2.25246,-0.569187,3.6667e-11
4103.89990234,3.35336,2.28333,-0.492213,0.0125531
4099.20019531,3.29748,2.26603,-0.420692,1.55348e-05
3859.19995117,3.19727,2.27592,-0.266449,0.00928348
3991.10009766,3.20565,2.30689,-0.293925,0.0422213
4044.90014648,3.25489,2.26095,-0.360237,4.00073e-07
3894.40014648,3.40276,2.25558,-0.53017,1.35064e-09
4061.10009766,3.26358,2.25876,-0.371906,0.346765
3904.30004883,3.41586,2.26763,-0.547772,7.45159e-05
3976.69995117,3.22344,2.2936,-0.322799,0.0320561
3904.80004883,3.40276,2.25558,-0.53017,4.76096e-05
3855.69995117,3.18821,2.30339,-0.256709,3.18202e-11
4087.5,3.27483,2.3125,-0.406851,0.046809
3922.5,3.46085,2.24935,-0.579016,0.303432
3858.0,3.25351,2.29364,-0.371084,6.68128e-08
3999.40014648,3.23325,2.30751,-0.343336,2.24079e-05
4111.10009766,3.51376,2.25184,-0.622704,0.610788
3862.10009766,3.19815,2.28393,-0.271627,0.00105368
3838.10009766,3.19727,2.33495,-0.281437,0.000313309
3835.10009766,3.18994,2.2945,-0.257896,0.123774
3905.0,3.47777,2.22353,-0.57977,0.137865
3848.60009766,3.22745,2.30914,-0.334033,0.00258569
4097.20019531,3.3395,2.24787,-0.461862,0.00131265
3913.90014648,3.43563,2.27041,-0.566808,0.0591032
4085.60009766,3.38779,2.26687,-0.520779,0.0181119
3819.60009766,3.19815,2.32606,-0.282441,0.0723915
4109.89990234,3.46801,2.21843,-0.568919,3.40887e-07
3887.69995117,3.40718,2.22459,-0.518639,0.0221223
3965.40014648,3.18891,2.28644,-0.252749,0.00220158
3920.0,3.51269,2.21595,-0.6032,0.22238
3897.90014648,3.38756,2.25163,-0.513683,1.03761
3894.5,3.36141,2.25027,-0.486591,1.43911e-07
4113.0,3.44211,2.21684,-0.545963,1.35395e-07
3978.80004883,3.18962,2.33725,-0.265006,7.49286e-13
3872.69995117,3.26243,2.29942,-0.385918,6.7069e-06
4081.60009766,3.34567,2.23875,-0.464035,0.155502
4007.0,3.24304,2.28828,-0.353309,0.0236728
4079.80004883,3.27876,2.26285,-0.394915,0.0637871
4092.10009766,3.31819,2.29253,-0.456052,0.00578256
4124.39990234,3.51021,2.20229,-0.593399,4.36005e-10
4106.0,3.38457,2.25234,-0.511079,9.37515e-14
3841.40014648,3.21681,2.32062,-0.317721,0.00571219
3950.80004883,3.1897,2.31143,-0.261963,4.8229e-07
4010.90014648,3.24037,2.32228,-0.358051,0.0150562
3863.10009766,3.23697,2.28992,-0.344225,0.00165704
4031.0,3.27575,2.2796,-0.397806,0.00034747
4092.69995117,3.35618,2.24389,-0.477951,0.0188857
3964.0,3.20468,2.32415,-0.295359,0.00157573
3968.90014648,3.22862,2.32569,-0.339267,0.0149194
3850.30004883,3.22792,2.27598,-0.324019,0.0146991
3875.19995117,3.32826,2.25834,-0.454171,0.0553672
3857.90014648,3.1897,2.31143,-0.261963,5.54821e-05
3917.0,3.47096,2.24701,-0.586307,0.0158741
3883.10009766,3.34988,2.26854,-0.482603,0.00887526
4100.70019531,3.47139,2.21769,-0.57131,0.0741448
4118.20019531,3.50206,2.2399,-0.60776,0.0192454
3866.5,3.22792,2.27598,-0.324019,4.96505e-12
3887.90014648,3.28537,2.29321,-0.415467,1.04501e-05
3827.69995117,3.24373,2.31291,-0.361458,0.0398377
4013.10009766,3.23568,2.27394,-0.336094,0.000267228
4098.10009766,3.3555,2.25939,-0.484615,3.26214e-05
3873.30004883,3.28582,2.30123,-0.418563,5.23138e-05
4100.5,3.2913,2.30792,-0.427587,0.000538349
4025.90014648,3.27598,2.29574,-0.403737,0.00344077
4078.40014648,3.34844,2.2381,-0.466708,0.126217
3861.30004883,3.33611,2.26419,-0.465639,1.63006e-05
3887.80004883,3.32606,2.25113,-0.448254,2.83003e-08
3986.10009766,3.21255,2.30495,-0.306542,9.15949e-10
4057.0,3.24717,2.28717,-0.359331,0.235904
4091.19995117,3.37298,2.2475,-0.497159,0.0321176
3870.19995117,3.23176,2.31632,-0.34288,0.238059
3985.10009766,3.21611,2.30395,-0.312813,0.0452134
3964.5,3.20758,2.28965,-0.292536,0.00465143
3857.69995117,3.241,2.28883,-0.350287,0.00945475
4116.80029297,3.44801,2.22283,-0.554422,4.65633e-09
4025.19995117,3.24649,2.32052,-0.367346,3.60343e-07
3895.0,3.34709,2.26924,-0.479887,0.0527995
4087.30004883,3.30979,2.27081,-0.437892,0.374767
3903.10009766,3.42173,2.25861,-0.549151,0.0156279
4024.5,3.2474,2.30356,-0.3648,2.83281e-09
3854.19995117,3.2495,2.30298,-0.367838,0.0101951
4088.19995117,3.34157,2.27063,-0.474432,0.000160672
3874.40014648,3.25277,2.31873,-0.376575,0.000170172
3863.19995117,3.27368,2.29636,-0.400785,0.00879653
3899.60009766,3.46193,2.26403,-0.586731,0.0547811
4085.5,3.34224,2.24721,-0.464562,0.00664643
4072.40014648,3.31887,2.24514,-0.436919,1.21299e-10
4085.30004883,3.32561,2.28259,-0.461177,1.00065e-05
4004.69995117,3.23767,2.31463,-0.352201,0.00724116
4097.30029297,3.30747,2.28733,-0.44142,0.167626
4104.39990234,3.35573,2.27488,-0.491453,6.3703e-10
4054.5,3.45087,2.25169,-0.571656,0.0200091
3849.30004883,3.2474,2.27897,-0.356655,0.0303362
3884.80004883,3.41652,2.27513,-0.551527,0.0669401
3887.60009766,3.32148,2.2997,-0.462237,0.00163625
4047.19995117,3.25138,2.28604,-0.365327,9.87143e-06
3996.90014648,3.22862,2.32569,-0.339267,0.00305983
3874.60009766,3.22792,2.31742,-0.336631,0.000723919
3829.19995117,3.19453,2.29323,-0.26741,1.22939e-05
4088.5,3.28582,2.30123,-0.418563,0.0541223
4074.5,3.36428,2.24958,-0.489244,0.00291874
4053.0,3.27945,2.31121,-0.412814,0.0028803
4087.10009766,3.28582,2.30123,-0.418563,0.00200035
3959.5,3.19928,2.31718,-0.283428,0.00516904
3867.30004883,3.25635,2.30937,-0.37978,0.000486853
3861.80004883,3.26138,2.25931,-0.368999,0.402989
4027.40014648,3.28993,2.28392,-0.418203,0.0144214
3855.69995117,3.22114,2.26963,-0.309509,0.0214198
3927.0,3.50206,2.21824,-0.596249,0.0132397
3960.5,3.1897,2.30297,-0.259914,0.000657496
3918.10009766,3.47435,2.24622,-0.588722,0.00144606
4107.80029297,3.43431,2.2481,-0.55551,0.00752873
3888.60009766,3.36428,2.27272,-0.499545,3.57395e-05
3878.80004883,3.34018,2.24005,-0.458669,0.0929515
3908.30004883,3.46128,2.2199,-0.564116,0.0771011
4120.0,3.46735,2.24046,-0.580078,0.000195244
4028.69995117,3.25489,2.26095,-0.360237,4.42511e-07
3854.60009766,3.18844,2.29491,-0.254714,0.000719917
3855.5,3.22114,2.32788,-0.326604,8.6498e-05
3964.40014648,3.20372,2.33303,-0.294472,0.0240272
3986.69995117,3.2115,2.32216,-0.308176,1.94389e-08
4074.69995117,3.25805,2.27617,-0.371502,5.64489e-10
3855.0,3.22937,2.28376,-0.329515,0.330939
3885.19995117,3.49264,2.25675,-0.608529,0.00749228
3872.0,3.25351,2.29364,-0.371084,0.00253963
3850.60009766,3.22983,2.31687,-0.339759,0.0336581
4062.69995117,3.32297,2.28328,-0.458377,0.0240828
4070.19995117,3.27598,2.29574,-0.403737,0.0193043
3875.30004883,3.34988,2.26854,-0.482603,4.2951e-08
4095.80004883,3.32012,2.26819,-0.44908,0.00237248
4080.30004883,3.26734,2.30631,-0.394846,5.14858e-05
4097.0,3.29479,2.28264,-0.423961,0.046429
4096.20019531,3.3501,2.2763,-0.486019,0.000784259
3862.80004883,3.31887,2.24514,-0.436919,0.0139882
4131.0,3.47479,2.25352,-0.592588,5.87343e-08
3992.80004883,3.24443,2.32111,-0.364255,0.00115136
4089.40014648,3.40343,2.23286,-0.519562,3.62162e-09
3894.30004883,3.41857,2.23684,-0.535721,0.569218
3904.19995117,3.4881,2.22127,-0.586876,0.515934
3839.19995117,3.24443,2.26362,-0.345504,0.00239991
4090.19995117,3.28651,2.30924,-0.421702,4.30595e-08
4136.80029297,3.50559,2.23911,-0.610105,0.000253492
3896.5,3.43497,2.22573,-0.544609,0.122989
4092.5,3.29862,2.30591,-0.436357,0.000718701
3892.40014648,3.30495,2.288,-0.438567,0.0201914
3901.19995117,3.35968,2.28959,-0.5012,0.0627426
3909.10009766,3.44757,2.25246,-0.569187,0.0666355
4114.5,3.41542,2.26013,-0.544063,0.000197988
3922.69995117,3.49264,2.25675,-0.608529,0.173038
4091.60009766,3.31628,2.3011,-0.456542,4.00694e-09
3867.19995117,3.26665,2.28199,-0.386093,0.0093471
4094.10009766,3.31234,2.27808,-0.44388,0.000991286
4107.0,3.29995,2.26541,-0.423521,0.0601774
3901.30004883,3.48917,2.2067,-0.579471,3.90613e-10
3901.90014648,3.42854,2.22717,-0.539659,0.0160038
4132.60009766,3.49548,2.2125,-0.587839,3.19586e-05
4093.19995117,3.31819,2.29253,-0.456052,0.143104
3879.0,3.2689,2.2895,-0.391926,3.31504e-05
4142.89990234,3.51669,2.24387,-0.621045,0.00512993
3861.0,3.22937,2.3086,-0.337141,0.00740386
3892.60009766,3.33139,2.28905,-0.470119,2.2162e-06
3919.0,3.51312,2.24468,-0.618716,5.76327e-05
4117.30029297,3.4292,2.27199,-0.561747,0.00342919
3998.10009766,3.21634,2.31229,-0.315249,0.000721546
4068.10009766,3.25704,2.26041,-0.363164,8.6101e-07
3915.10009766,3.46757,2.24779,-0.583885,0.0011583
3850.10009766,3.19815,2.28393,-0.271627,3.85162e-06
3908.19995117,3.45196,2.21469,-0.553263,0.0026286
3908.80004883,3.40607,2.23972,-0.525603,0.00561662
3857.0,3.21815,2.28678,-0.311136,1.05301e-05
4113.39990234,3.44102,2.23172,-0.553139,0.054921
3892.30004883,3.39991,2.26389,-0.531206,0.00794719
4098.0,3.29062,2.29993,-0.424415,0.00028239
3897.5,3.51269,2.23751,-0.614772,0.332633
3894.19995117,3.3555,2.26714,-0.488012,0.000933204
4022.90014648,3.25277,2.31873,-0.376575,8.63395e-05
3882.19995117,3.42173,2.25861,-0.549151,0.0429093
4024.80004883,3.31751,2.26885,-0.446294,0.0940037
